source_run,game_key,bot_a,bot_b,game_index,swapped,winner,winner_raw,num_moves,time
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__218,AlphaBeta-new-d3,MCTS-old-100,218,False,MCTS-old-100,-1,8,9.740952730178833
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__219,AlphaBeta-new-d3,MCTS-old-100,219,True,MCTS-old-100,1,13,15.900145292282104
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__220,AlphaBeta-new-d3,MCTS-old-100,220,False,MCTS-old-100,-1,14,17.475788831710815
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__221,AlphaBeta-new-d3,MCTS-old-100,221,True,MCTS-old-100,1,11,12.563008546829224
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__222,AlphaBeta-new-d3,MCTS-old-100,222,False,MCTS-old-100,-1,13,18.343056678771973
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__223,AlphaBeta-new-d3,MCTS-old-100,223,True,MCTS-old-100,1,7,7.509810447692871
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__224,AlphaBeta-new-d3,MCTS-old-100,224,False,AlphaBeta-new-d3,1,17,21.058433055877686
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__225,AlphaBeta-new-d3,MCTS-old-100,225,True,MCTS-old-100,1,17,24.362630128860474
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__226,AlphaBeta-new-d3,MCTS-old-100,226,False,MCTS-old-100,-1,16,21.40960144996643
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__227,AlphaBeta-new-d3,MCTS-old-100,227,True,MCTS-old-100,1,11,13.016662359237671
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__228,AlphaBeta-new-d3,MCTS-old-100,228,False,MCTS-old-100,-1,8,7.93656325340271
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__229,AlphaBeta-new-d3,MCTS-old-100,229,True,MCTS-old-100,1,5,4.824221134185791
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__230,AlphaBeta-new-d3,MCTS-old-100,230,False,MCTS-old-100,-1,6,5.599989652633667
